;page;depth;xmin;ymin;xmax;ymax;type;text;id
0;26;0;0;0;653.622;852.047;LTPage;"
    ";26
1;26;1;77.253;720.433;602.266;751.433;LTTextLineHorizontal;;26-17
2;26;2;77.253;720.433;602.266;751.433;LTTextBoxHorizontal;Mers et océans : appropriation, protection et ;26-17-0
3;26;1;77.362;47.52;88.482;57.52;LTTextLineHorizontal;;26-16
4;26;2;77.362;47.52;88.482;57.52;LTTextBoxHorizontal;58 ;26-16-0
5;26;1;668.397;51.901;773.763;60.401;LTTextLineHorizontal;;26-15
6;26;2;668.397;51.901;773.763;60.401;LTTextBoxHorizontal;172531_th1_ch1_17_circulation ;26-15-0
7;26;1;628.796;42.398;813.365;50.898;LTTextLineHorizontal;;26-14
8;26;2;628.796;42.398;813.365;50.898;LTTextBoxHorizontal;310 x 225 mm – pli à 130 mm du bord gauche de la carte ;26-14-0
9;26;1;15.0;837.047;653.622;852.047;LTFigure;;26-13
10;26;1;890.447;344.926;1851.441;651.475;LTFigure;"
      ";26-12
11;26;2;890.447;344.926;1851.441;651.475;LTFigure;;26-12-0
12;26;1;876.854;664.966;1830.576;1299.273;LTFigure;"
      ";26-11
13;26;2;876.854;664.966;1830.576;1299.273;LTFigure;;26-11-0
14;26;1;555.034;486.104;1185.218;939.184;LTFigure;"
      ";26-10
15;26;2;555.034;486.104;1185.218;939.184;LTFigure;;26-10-0
16;26;1;392.635;543.564;861.319;1055.31;LTFigure;"
      ";26-9
17;26;2;392.635;543.564;861.319;1055.31;LTFigure;;26-9-0
18;26;1;575.379;258.207;1227.987;486.291;LTFigure;"
      ";26-8
19;26;2;575.379;258.207;1227.987;486.291;LTFigure;;26-8-0
20;26;1;295.734;700.683;1435.534;911.648;LTFigure;;26-7
21;26;1;847.807;144.893;1723.27;274.958;LTFigure;"
      ";26-6
22;26;2;847.807;144.893;1723.27;274.958;LTFigure;;26-6-0
23;26;1;845.64;161.536;1719.976;308.548;LTFigure;;26-5
24;26;1;281.352;71.943;1159.592;709.238;LTRect;"
      ";26-4
25;26;2;679.722;154.345;743.302;162.845;LTTextLineHorizontal;;26-4-10
26;26;3;679.722;154.345;743.302;162.845;LTTextBoxHorizontal;Zones de piraterie ;26-4-10-0
27;26;2;679.722;139.878;787.715;148.378;LTTextLineHorizontal;;26-4-9
28;26;3;679.722;139.878;787.715;148.378;LTTextBoxHorizontal;Opération Atalante (lutte contre ;26-4-9-0
29;26;2;679.722;130.375;790.46;138.875;LTTextLineHorizontal;;26-4-8
30;26;3;679.722;130.375;790.46;138.875;LTTextBoxHorizontal;la piraterie dans l’océan Indien) ;26-4-8-0
31;26;2;679.722;114.268;754.743;122.768;LTTextLineHorizontal;;26-4-7
32;26;3;679.722;114.268;754.743;122.768;LTTextBoxHorizontal;Zones de tension liées ;26-4-7-0
33;26;2;679.722;104.765;762.155;113.265;LTTextLineHorizontal;;26-4-6
34;26;3;679.722;104.765;762.155;113.265;LTTextBoxHorizontal;aux frontières maritimes ;26-4-6-0
35;26;2;882.55;133.634;1087.222;142.134;LTTextLineHorizontal;;26-4-5
36;26;3;882.55;133.634;1087.222;142.134;LTTextBoxHorizontal;Concentration de déchets (gyres, « continents » de plastique) ;26-4-5-0
37;26;2;882.55;116.133;1051.912;124.633;LTTextLineHorizontal;;26-4-4
38;26;3;882.55;116.133;1051.912;124.633;LTTextBoxHorizontal;Catastrophes écologiques récentes (marées noires) ;26-4-4-0
39;26;2;882.55;99.779;1047.645;108.279;LTTextLineHorizontal;;26-4-3
40;26;3;882.55;99.779;1047.645;108.279;LTTextBoxHorizontal;Îles menacées par l’élévation du niveau de la mer ;26-4-3-0
41;26;2;882.55;79.625;1023.675;88.125;LTTextLineHorizontal;;26-4-2
42;26;3;882.55;79.625;1023.675;88.125;LTTextBoxHorizontal;Principales aires marines protégées (AMP) ;26-4-2-0
43;26;2;281.353;71.943;638.622;709.238;LTRect;"
        ";26-4-1
44;26;3;426.622;592.488;467.27;612.28;LTTextBoxHorizontal;"OCÉAN 
PACIFIQUE ";26-4-1-18
45;26;3;506.566;532.079;539.749;541.079;LTTextLineHorizontal;;26-4-1-17
46;26;4;506.566;532.079;539.749;541.079;LTTextBoxHorizontal;MEXIQUE ;26-4-1-17-0
47;26;3;470.782;479.448;499.526;487.448;LTTextLineHorizontal;;26-4-1-16
48;26;4;470.782;479.448;499.526;487.448;LTTextBoxHorizontal;PANAMA ;26-4-1-16-0
49;26;3;561.174;501.784;593.47;509.784;LTTextLineHorizontal;;26-4-1-15
50;26;4;561.174;501.784;593.47;509.784;LTTextBoxHorizontal;BAHAMAS ;26-4-1-15-0
51;26;3;579.033;491.088;605.185;499.76;LTTextLineHorizontal;;26-4-1-14
52;26;4;579.033;491.088;605.185;499.76;LTTextBoxHorizontal;IIe ﬂotte ;26-4-1-14-0
53;26;3;567.534;416.232;617.15;436.024;LTTextBoxHorizontal;"OCÉAN 
ATLANTIQUE ";26-4-1-13
54;26;3;575.06;267.792;603.719;276.464;LTTextLineHorizontal;;26-4-1-12
55;26;4;575.06;267.792;603.719;276.464;LTTextBoxHorizontal;IVe ﬂotte ;26-4-1-12-0
56;26;3;330.217;148.966;454.402;157.466;LTTextLineHorizontal;;26-4-1-11
57;26;4;330.217;148.966;454.402;157.466;LTTextBoxHorizontal;États maritimes disposant d’une ZEE ;26-4-1-11-0
58;26;3;330.217;131.567;342.193;140.067;LTTextLineHorizontal;;26-4-1-10
59;26;4;330.217;131.567;342.193;140.067;LTTextBoxHorizontal;ZEE ;26-4-1-10-0
60;26;3;330.217;114.167;464.398;122.667;LTTextLineHorizontal;;26-4-1-9
61;26;4;330.217;114.167;464.398;122.667;LTTextBoxHorizontal;Zones de demande d’extension des ZEE ;26-4-1-9-0
62;26;3;330.217;96.867;469.952;105.367;LTTextLineHorizontal;;26-4-1-8
63;26;4;330.217;96.867;469.952;105.367;LTTextBoxHorizontal;Siège de l’organisation maritime internationale ;26-4-1-8-0
64;26;3;330.217;79.466;478.363;87.966;LTTextLineHorizontal;;26-4-1-7
65;26;4;330.217;79.466;478.363;87.966;LTTextBoxHorizontal;Les 5 principaux pavillons de complaisance ;26-4-1-7-0
66;26;3;491.8;135.376;521.866;158.377;LTTextBoxHorizontal;"ÉTATS- 
UNIS ";26-4-1-6
67;26;3;493.7;119.263;519.852;127.935;LTTextLineHorizontal;;26-4-1-5
68;26;4;493.7;119.263;519.852;127.935;LTTextBoxHorizontal;IIe ﬂotte ;26-4-1-5-0
69;26;3;528.108;133.798;594.924;161.304;LTTextBoxHorizontal;"Les États-Unis, 
hyper-puissance 
navale (Seapower) ";26-4-1-4
70;26;3;528.108;108.513;583.732;126.015;LTTextBoxHorizontal;"Flottes de guerre 
des États-Unis ";26-4-1-3
71;26;3;499.791;91.276;514.594;99.276;LTTextLineHorizontal;;26-4-1-2
