;page;depth;xmin;ymin;xmax;ymax;type;text;id
0;21;0;0;0;653.622;852.047;LTPage;"
    ";21
1;21;1;553.447;47.52;564.567;57.52;LTTextLineHorizontal;;21-16
2;21;2;553.447;47.52;564.567;57.52;LTTextBoxHorizontal;53 ;21-16-0
3;21;1;15.0;837.047;653.622;852.047;LTFigure;"
      ";21-15
4;21;2;15.0;837.047;653.622;852.047;LTFigure;"
        ";21-15-0
5;21;3;15.0;837.047;653.622;852.047;LTFigure;;21-15-0-0
6;21;1;77.612;477.297;564.671;764.514;LTRect;"
      ";21-14
7;21;2;77.612;477.297;564.671;764.514;LTRect;"
        ";21-14-0
8;21;3;390.442;733.03;502.681;751.93;LTTextBoxHorizontal;"1. Un milieu recomposé 
par le changement climatique ";21-14-0-12
9;21;3;412.23;718.511;493.254;726.511;LTTextLineHorizontal;;21-14-0-11
10;21;4;412.23;718.511;493.254;726.511;LTTextBoxHorizontal;Limites du milieu arctique ;21-14-0-11-0
11;21;3;412.23;692.295;509.086;709.295;LTTextBoxHorizontal;"Extension maximale 
de la banquise d’hiver en 2018 ";21-14-0-10
12;21;3;412.23;668.681;503.358;685.681;LTTextBoxHorizontal;"Extension maximale 
de la banquise d’été en 2018 ";21-14-0-9
13;21;3;413.006;634.657;500.718;642.657;LTTextLineHorizontal;;21-14-0-8
14;21;4;413.006;634.657;500.718;642.657;LTTextBoxHorizontal;Route maritime du Nord-Est ;21-14-0-8-0
15;21;3;413.008;620.389;509.56;628.389;LTTextLineHorizontal;;21-14-0-7
16;21;4;413.008;620.389;509.56;628.389;LTTextBoxHorizontal;Route maritime du Nord-Ouest ;21-14-0-7-0
17;21;3;413.008;606.123;472.168;614.123;LTTextLineHorizontal;;21-14-0-6
18;21;4;413.008;606.123;472.168;614.123;LTTextBoxHorizontal;Détroit stratégique ;21-14-0-6-0
19;21;3;413.008;591.857;463.68;599.857;LTTextLineHorizontal;;21-14-0-5
20;21;4;413.008;591.857;463.68;599.857;LTTextBoxHorizontal;Principaux ports ;21-14-0-5-0
21;21;3;413.008;552.987;458.384;560.987;LTTextLineHorizontal;;21-14-0-4
22;21;4;413.008;552.987;458.384;560.987;LTTextBoxHorizontal;Limites de ZEE ;21-14-0-4-0
23;21;3;413.008;538.722;465.296;546.722;LTTextLineHorizontal;;21-14-0-3
24;21;4;413.008;538.722;465.296;546.722;LTTextBoxHorizontal;Zones disputées ;21-14-0-3-0
25;21;3;413.008;524.457;500.264;532.457;LTTextLineHorizontal;;21-14-0-2
26;21;4;413.008;524.457;500.264;532.457;LTTextBoxHorizontal;Gisements d’hydrocarbures ;21-14-0-2-0
27;21;3;390.44;480.53;449.771;487.53;LTTextLineHorizontal;;21-14-0-1
28;21;4;390.44;480.53;449.771;487.53;LTTextBoxHorizontal;Sources diverses, 2020. ;21-14-0-1-0
29;21;3;77.612;477.297;395.498;764.514;LTRect;"
          ";21-14-0-0
30;21;4;339.573;628.344;364.793;637.501;LTTextLineHorizontal;;21-14-0-0-8
31;21;5;339.573;628.344;364.793;637.501;LTTextBoxHorizontal;RUSSIE ;21-14-0-0-8-0
32;21;4;130.743;734.344;169.441;752.889;LTTextBoxHorizontal;"OCÉAN 
PACIFIQUE ";21-14-0-0-7
33;21;4;106.334;673.408;138.34;682.565;LTTextLineHorizontal;;21-14-0-0-6
34;21;5;106.334;673.408;138.34;682.565;LTTextBoxHorizontal;CANADA ;21-14-0-0-6-0
35;21;4;90.947;488.861;94.306;495.861;LTTextLineHorizontal;;21-14-0-0-5
36;21;5;90.947;488.861;94.306;495.861;LTTextBoxHorizontal;0 ;21-14-0-0-5-0
37;21;4;124.12;488.861;149.082;495.861;LTTextLineHorizontal;;21-14-0-0-4
38;21;5;124.12;488.861;149.082;495.861;LTTextBoxHorizontal;1 000 km ;21-14-0-0-4-0
39;21;4;163.003;482.126;208.456;498.609;LTTextBoxHorizontal;"OCÉAN 
ATLANTIQUE ";21-14-0-0-3
40;21;4;251.432;495.485;282.026;503.498;LTTextLineHorizontal;;21-14-0-0-2
41;21;5;251.432;495.485;282.026;503.498;LTTextBoxHorizontal;NORVÈGE ;21-14-0-0-2-0
42;21;4;156.291;519.313;359.648;722.694;LTCurve;"
            ";21-14-0-0-1
43;21;5;321.26;664.123;359.202;704.789;LTTextLineVertical;;21-14-0-0-1-3
44;21;6;321.26;664.123;359.202;704.789;LTTextBoxVertical;Cercle polaire a r c ti q ;21-14-0-0-1-3-0
45;21;5;211.351;521.423;237.922;529.436;LTTextLineHorizontal;;21-14-0-0-1-2
46;21;6;211.351;521.423;237.922;529.436;LTTextBoxHorizontal;ISLANDE ;21-14-0-0-1-2-0
47;21;5;156.528;568.808;294.237;691.063;LTCurve;"
              ";21-14-0-0-1-1
48;21;6;156.528;568.808;294.237;691.063;LTCurve;"
                ";21-14-0-0-1-1-0
49;21;7;237.676;630.917;273.993;659.763;LTTextBoxHorizontal;"OCÉAN 
GLACIAL 
ARCTIQUE ";21-14-0-0-1-1-0-1
50;21;7;245.029;608.716;274.963;615.928;LTTextLineHorizontal;;21-14-0-0-1-1-0-0
51;21;8;245.029;608.716;274.963;615.928;LTTextBoxHorizontal;Pôle Nord ;21-14-0-0-1-1-0-0-0
52;21;5;164.879;526.906;250.129;606.1;LTCurve;"
              ";21-14-0-0-1-0
53;21;6;164.879;526.906;250.128;606.1;LTCurve;"
                ";21-14-0-0-1-0-0
54;21;7;196.962;561.092;234.718;576.979;LTTextBoxHorizontal;"Groenland 
DANEMARK ";21-14-0-0-1-0-0-0
