;page;depth;xmin;ymin;xmax;ymax;type;text;id
0;18;0;0;0;653.622;852.047;LTPage;"
    ";18
1;18;1;77.253;715.256;473.41;741.256;LTTextLineHorizontal;;18-14
2;18;2;77.253;715.256;473.41;741.256;LTTextBoxHorizontal;Le sable marin : une ressource convoitée ;18-14-0
3;18;1;404.207;611.843;511.134;625.843;LTTextLineHorizontal;;18-13
4;18;2;404.207;611.843;511.134;625.843;LTTextBoxHorizontal;2 Les conséquences ;18-13-0
5;18;1;418.723;602.973;575.967;613.973;LTTextLineHorizontal;;18-12
6;18;2;418.723;602.973;575.967;613.973;LTTextBoxHorizontal;de l’extraction des sables marins ;18-12-0
7;18;1;77.362;47.52;88.482;57.52;LTTextLineHorizontal;;18-11
8;18;2;77.362;47.52;88.482;57.52;LTTextBoxHorizontal;50 ;18-11-0
9;18;1;277.034;47.433;372.778;63.933;LTTextBoxHorizontal;"172531_th1_ch1_13_singapour 
180 x 80 mm ";18-10
10;18;1;624.449;463.935;639.696;838.193;LTImage;"
      ";18-9
11;18;2;624.449;463.935;639.696;838.193;LTFigure;;18-9-0
12;18;1;15.0;837.047;653.622;852.047;LTFigure;"
      ";18-8
13;18;2;15.0;837.047;653.622;852.047;LTFigure;;18-8-0
14;18;1;77.253;71.943;588.199;300.684;LTRect;"
      ";18-7
15;18;2;77.253;71.943;588.199;300.684;LTRect;"
        ";18-7-0
16;18;3;77.253;71.943;588.198;300.683;LTRect;"
          ";18-7-0-0
17;18;4;517.531;260.733;532.891;268.733;LTTextLineHorizontal;;18-7-0-0-12
18;18;5;517.531;260.733;532.891;268.733;LTTextBoxHorizontal;2018 ;18-7-0-0-12-0
19;18;4;517.531;244.4;532.891;252.4;LTTextLineHorizontal;;18-7-0-0-11
20;18;5;517.531;244.4;532.891;252.4;LTTextBoxHorizontal;2013 ;18-7-0-0-11-0
21;18;4;517.531;229.066;532.891;237.066;LTTextLineHorizontal;;18-7-0-0-10
22;18;5;517.531;229.066;532.891;237.066;LTTextBoxHorizontal;2009 ;18-7-0-0-10-0
23;18;4;517.531;213.733;532.891;221.733;LTTextLineHorizontal;;18-7-0-0-9
24;18;5;517.531;213.733;532.891;221.733;LTTextBoxHorizontal;1989 ;18-7-0-0-9-0
25;18;4;517.531;198.399;532.891;206.399;LTTextLineHorizontal;;18-7-0-0-8
26;18;5;517.531;198.399;532.891;206.399;LTTextBoxHorizontal;1973 ;18-7-0-0-8-0
27;18;4;493.531;101.007;578.699;176.207;LTTextBoxHorizontal;"En un demi-siècle, 
la superﬁcie de Singapour 
a augmenté de 20 % 
avec la construction 
de terre-pleins artiﬁciels 
(importations de sable en 
provenance du Cambodge, 
du Vietnam ou d’Indonésie). ";18-7-0-0-7
28;18;4;329.882;133.51;422.374;141.51;LTTextLineHorizontal;;18-7-0-0-6
29;18;5;329.882;133.51;422.374;141.51;LTTextBoxHorizontal;Mer de Chine méridionale ;18-7-0-0-6-0
30;18;4;118.423;92.551;122.64;99.592;LTTextLineHorizontal;;18-7-0-0-5
31;18;5;118.423;92.551;122.64;99.592;LTTextBoxHorizontal;N ;18-7-0-0-5-0
32;18;4;150.728;81.181;168.731;88.181;LTTextLineHorizontal;;18-7-0-0-4
33;18;5;150.728;81.181;168.731;88.181;LTTextBoxHorizontal;10 km ;18-7-0-0-4-0
34;18;4;84.951;81.181;88.603;88.181;LTTextLineHorizontal;;18-7-0-0-3
35;18;5;84.951;81.181;88.603;88.181;LTTextBoxHorizontal;0 ;18-7-0-0-3-0
36;18;4;409.083;77.591;449.619;86.591;LTTextLineHorizontal;;18-7-0-0-2
37;18;5;409.083;77.591;449.619;86.591;LTTextBoxHorizontal;INDONÉSIE ;18-7-0-0-2-0
38;18;4;493.851;75.942;571.052;88.942;LTTextBoxHorizontal;"Source : Sand and sustainability, 
UN environment, 2019. ";18-7-0-0-1
39;18;4;82.945;107.626;421.695;298.209;LTCurve;"
            ";18-7-0-0-0
