;page;depth;xmin;ymin;xmax;ymax;type;text;id
0;7;0;0;0;653.622;852.047;LTPage;"
    ";7
1;7;1;69.773;760.216;427.5;784.216;LTTextLineHorizontal;;7-21
2;7;2;69.773;760.216;427.5;784.216;LTTextBoxHorizontal;C Une liberté de circulation remise en cause ? ;7-21-0
3;7;1;443.517;622.356;521.457;636.356;LTTextLineHorizontal;;7-20
4;7;2;443.517;622.356;521.457;636.356;LTTextBoxHorizontal;8 Les entraves ;7-20-0
5;7;1;455.094;547.076;556.059;623.265;LTTextBoxHorizontal;"à la navigation vues 
par un dessinateur 
de presse 
Dessin de Mark Knight, 
publié dans le Herald Sun, 
quotidien australien, 
13 juillet 2016. ";7-19
6;7;1;455.099;494.244;556.809;542.244;LTTextBoxHorizontal;"Traduction : 
« Que fait la Chine en mer 
de Chine méridionale ? » 
« Marche arrière 
capitaine... » ";7-18
7;7;1;553.447;47.52;564.567;57.52;LTTextLineHorizontal;;7-17
8;7;2;553.447;47.52;564.567;57.52;LTTextBoxHorizontal;39 ;7-17-0
9;7;1;15.0;837.047;653.622;852.047;LTFigure;"
      ";7-16
10;7;2;15.0;837.047;653.622;852.047;LTFigure;"
        ";7-16-0
11;7;3;15.0;837.047;653.622;852.047;LTFigure;;7-16-0-0
12;7;1;59.04;488.33;445.654;755.07;LTImage;"
      ";7-15
13;7;2;59.04;488.33;445.654;755.07;LTFigure;;7-15-0
14;7;1;575.535;771.509;597.693;780.354;LTTextLineHorizontal;;7-14
15;7;2;575.535;771.509;597.693;780.354;LTTextBoxHorizontal;THÈME ;7-14-0
16;7;1;602.205;771.651;606.132;780.496;LTTextLineHorizontal;;7-13
17;7;2;602.205;771.651;606.132;780.496;LTTextBoxHorizontal;1 ;7-13-0
18;7;1;333.584;48.442;537.64;56.586;LTTextLineHorizontal;;7-12
19;7;2;333.584;48.442;537.64;56.586;LTTextBoxHorizontal;CHAPITRE 1 Mers et océans : au cœur de la mondialisation ;7-12-0
20;7;1;66.173;72.693;330.773;457.374;LTCurve;"
      ";7-11
21;7;2;66.173;72.693;330.773;457.374;LTCurve;"
        ";7-11-0
22;7;3;78.163;435.018;266.27;449.018;LTTextLineHorizontal;;7-11-0-5
23;7;4;78.163;435.018;266.27;449.018;LTTextBoxHorizontal;9 La remise en question de la liberté ;7-11-0-5-0
24;7;3;92.679;425.023;157.766;436.023;LTTextLineHorizontal;;7-11-0-4
25;7;4;92.679;425.023;157.766;436.023;LTTextBoxHorizontal;de navigation ;7-11-0-4-0
26;7;3;75.029;237.429;325.566;418.263;LTTextBoxHorizontal;"Les incidents se succèdent à un rythme inquiétant en mer 
de Chine méridionale. Le 20 mai 2019, deux navires de guerre 
[américain et australien] ont mené une mission de liberté de 
navigation en s’approchant de l’atoll de Scarborough, revendiqué 
par Beijing depuis 2012 et sur lequel des installations militaires 
chinoises sont en construction. « Des unités militaires chinoises, 
navales et aériennes, ont ordonné aux navires de s’éloigner », a 
commenté le gouvernement chinois. « Le [navire américain] a 
navigué à 12 milles nautiques du récif, afin de défier les revendi- 
cations maritimes excessives de la Chine et de préserver la liberté 
de navigation telle que définie par les règles internationales », a 
de son côté affirmé le porte-parole de la 7e flotte américaine. […] 
En 2016, la Cour permanente d’arbitrage de La Haye1 avait 
pourtant été très claire, estimant que les revendications chinoises 
dans la région n’avaient « aucun fondement juridique ». […] ";7-11-0-3
27;7;3;75.031;138.594;325.638;232.594;LTTextBoxHorizontal;"Depuis le début de l’année 2019, le déclenchement par 
Donald Trump2 de la guerre commerciale entre les États-Unis 
et la Chine semble avoir été accompagné de l’intensification 
par l’US Navy des missions de liberté de navigation, dites 
« FONOP » (Freedom of Navigation Operation). […] Début avril 
2019, la Marine nationale française avait, elle aussi, fait les frais 
des revendications chinoises exagérées : la frégate Vendémiaire 
avait été interceptée dans le détroit de Taïwan. ";7-11-0-2
28;7;3;99.881;112.467;325.197;131.465;LTTextBoxHorizontal;"Guerric Poncet, « Mer de Chine : l’US Navy accompagne la guerre 
commerciale contre Pékin », Le Point, 22 mai 2019. ";7-11-0-1
