;page;depth;xmin;ymin;xmax;ymax;type;text;id
0;20;0;0;0;653.622;852.047;LTPage;"
    ";20
1;20;1;77.253;715.256;570.153;741.256;LTTextLineHorizontal;;20-11
2;20;2;77.253;715.256;570.153;741.256;LTTextBoxHorizontal;Les nouvelles routes maritimes de l’océan Arctique ;20-11-0
3;20;1;460.268;612.353;556.765;626.353;LTTextLineHorizontal;;20-10
4;20;2;460.268;612.353;556.765;626.353;LTTextBoxHorizontal;1 Transport de gaz ;20-10-0
5;20;1;441.057;311.738;561.855;334.608;LTTextBoxHorizontal;"3 Des routes maritimes 
arctiques plus courtes ";20-9
6;20;1;77.362;47.52;88.482;57.52;LTTextLineHorizontal;;20-8
7;20;2;77.362;47.52;88.482;57.52;LTTextBoxHorizontal;52 ;20-8-0
8;20;1;15.0;837.047;653.622;852.047;LTFigure;"
      ";20-7
9;20;2;15.0;837.047;653.622;852.047;LTFigure;;20-7-0
10;20;1;76.072;365.102;453.425;628.134;LTImage;"
      ";20-6
11;20;2;76.072;365.102;453.425;628.134;LTFigure;;20-6-0
12;20;1;428.858;71.759;587.598;307.034;LTCurve;"
      ";20-5
13;20;2;440.197;274.902;576.709;293.901;LTTextBoxHorizontal;"Distance entre Tokyo (Japon) et 
Rotterdam (Pays-Bas) en km par… ";20-5-5
14;20;2;440.197;246.303;562.651;264.522;LTTextBoxHorizontal;"… le cap de Bonne-Espérance 
(sud de l’Afrique) ";20-5-4
15;20;2;440.197;205.009;532.384;223.228;LTTextBoxHorizontal;"… le canal de Panama 
(Amérique centrale) ";20-5-3
16;20;2;440.197;163.715;517.893;181.934;LTTextBoxHorizontal;"… le canal de Suez 
(Afrique-Proche-Orient) ";20-5-2
17;20;2;440.197;118.454;557.152;140.639;LTTextBoxHorizontal;"… le passage du Nord-Ouest 
15 900 ";20-5-1
18;20;2;440.197;86.856;544.903;109.041;LTTextBoxHorizontal;"… le passage du Nord-Est 
14 100 ";20-5-0
19;20;1;77.772;645.849;485.551;692.526;LTRect;"
      ";20-4
20;20;2;99.032;654.451;459.759;681.451;LTTextBoxHorizontal;"Comment l’ouverture de nouvelles routes maritimes accroît-elle 
les enjeux géostratégiques et les rivalités de puissance en Arctique ? ";20-4-0
21;20;1;77.072;72.564;405.182;335.049;LTCurve;"
      ";20-3
22;20;2;77.072;72.564;405.182;335.049;LTCurve;"
        ";20-3-0
23;20;3;89.061;312.693;395.363;326.693;LTTextLineHorizontal;;20-3-0-3
24;20;4;89.061;312.693;395.363;326.693;LTTextBoxHorizontal;2 Le passage du nord-ouest : une nouvelle route commerciale ? ;20-3-0-3-0
25;20;3;85.928;175.491;399.997;305.491;LTTextBoxHorizontal;"Les avantages de la navigation commerciale via le passage du Nord-Ouest, 
la libération des glaces [due au réchauffement climatique] advenant au moins 
une partie de l’année, sont indéniables. […] Entre la première traversée complète 
du passage du Nord-Ouest (1903-1906) et 2017, plus de 287 navires ont réussi à 
voyager d’un océan à l’autre via le passage du Nord-Ouest. De ce nombre, plus de 
la moitié des traversées ont été réalisées par des navires de plaisance (56 navires 
de croisière, 118 yachts et une vingtaine de voiliers). Les autres ont été réalisées 
par des brise-glaces dont plusieurs battant pavillon étranger, au moins trois 
pétroliers et un baleinier. Plusieurs pays non liés à l’Arctique entrevoient avec 
optimisme l’occasion de diversifier leur économie et d’assurer leur croissance 
économique par l’entremise du passage du Nord-Ouest […]. ";20-3-0-2
26;20;3;85.93;100.657;400.02;170.656;LTTextBoxHorizontal;"Ce n’est pas un hasard si cinq pays d’Asie (la Chine, l’Inde, le Japon, la 
Corée du Sud et Singapour) ont fait leur entrée en 2013 au sein du Conseil de 
l’Arctique – un forum créé à l’origine par et pour les pays de l’Arctique […]. 
Cette situation ne réjouit pas le Canada qui revendique la souveraineté sur 
l’ensemble du passage du Nord-Ouest – une position que ne reconnaissent ni 
les États-Unis, ni l’Union européenne. ";20-3-0-1
27;20;3;100.564;74.53;399.611;93.527;LTTextBoxHorizontal;"Alain-Adrien Grenier, spécialiste du tourisme polaire, « Le décloisonnement du passage 
du Nord-Ouest », IDeAs n° 12 [en ligne], 19 novembre 2018. ";20-3-0-0
28;20;1;469.526;394.561;584.726;509.761;LTImage;"
      ";20-2
29;20;2;469.526;394.561;584.726;509.761;LTFigure;"
        ";20-2-0
30;20;3;470.269;396.217;583.309;509.017;LTImage;"
          ";20-2-0-0
31;20;4;470.269;396.217;583.309;509.017;LTFigure;"
            ";20-2-0-0-0
32;20;5;474.886;405.239;574.098;504.45;LTCurve;;20-2-0-0-0-0
33;20;1;469.526;509.761;1054.252;904.322;LTFigure;"
      ";20-1
34;20;2;471.724;560.073;576.21;613.262;LTTextBoxHorizontal;"en Arctique 
Le navire Christophe 
de Margerie à destination 
du port norvégien de 
Honningsvåg (février 2019). ";20-1-1
35;20;2;509.787;645.849;588.448;671.101;LTRect;"
        ";20-1-0
36;20;3;514.039;647.887;582.488;663.387;LTTextBoxHorizontal;"Les nouvelles routes maritimes 
de l’océan Arctique. ";20-1-0-0
37;20;1;470.269;509.017;1053.578;905.234;LTFigure;;20-0
