;page;depth;xmin;ymin;xmax;ymax;type;text;id
0;32;0;0;0;653.622;852.047;LTPage;"
    ";32
1;32;1;15.0;15.0;1233.898;837.047;LTRect;"
      ";32-6
2;32;2;77.362;723.082;469.648;749.082;LTTextLineHorizontal;;32-6-13
3;32;3;77.362;723.082;469.648;749.082;LTTextBoxHorizontal;Les marins, acteurs de la mondialisation ;32-6-13-0
4;32;2;86.575;590.882;333.951;707.882;LTTextBoxHorizontal;"L’accroissement des échanges internationaux 
a renforcé l’importance des océans. Les marins 
de commerce sont des acteurs majeurs et des 
témoins de la mondialisation depuis les mers. 
Aujourd’hui estimés entre 1,5 et 2 millions 
d’individus, ils sont majoritairement originaires 
des pays en développement d’Asie (Philippines, 
Chine, Indonésie, Inde). ";32-6-12
5;32;2;88.352;501.932;283.081;515.932;LTTextLineHorizontal;;32-6-11
6;32;3;88.352;501.932;283.081;515.932;LTTextBoxHorizontal;1 30 jours à bord d’un porte-conteneurs ;32-6-11-0
7;32;2;77.362;47.52;88.482;57.52;LTTextLineHorizontal;;32-6-10
8;32;3;77.362;47.52;88.482;57.52;LTTextBoxHorizontal;64 ;32-6-10-0
9;32;2;77.612;169.03;588.199;495.129;LTRect;"
        ";32-6-9
10;32;3;77.612;169.03;588.199;495.129;LTRect;"
          ";32-6-9-0
11;32;4;339.837;477.122;430.797;487.122;LTTextLineHorizontal;;32-6-9-0-14
12;32;5;339.837;477.122;430.797;487.122;LTTextBoxHorizontal;OCÉAN PACIFIQUE ;32-6-9-0-14-0
13;32;4;355.635;456.437;390.652;463.937;LTTextLineHorizontal;;32-6-9-0-13
14;32;5;355.635;456.437;390.652;463.937;LTTextBoxHorizontal;PHILIPPINES ;32-6-9-0-13-0
15;32;4;272.398;449.846;319.508;459.846;LTTextLineHorizontal;;32-6-9-0-12
16;32;5;272.398;449.846;319.508;459.846;LTTextBoxHorizontal;Hong Kong ;32-6-9-0-12-0
17;32;4;141.562;422.762;161.842;430.262;LTTextLineHorizontal;;32-6-9-0-11
18;32;5;141.562;422.762;161.842;430.262;LTTextBoxHorizontal;RUSSIE ;32-6-9-0-11-0
19;32;4;385.29;374.034;428.13;381.534;LTTextLineHorizontal;;32-6-9-0-10
20;32;5;385.29;374.034;428.13;381.534;LTTextBoxHorizontal;I N D O N É S I E ;32-6-9-0-10-0
