;page;depth;xmin;ymin;xmax;ymax;type;text;id
0;28;0;0;0;653.622;852.047;LTPage;"
    ";28
1;28;1;234.118;740.213;558.478;789.221;LTTextBoxHorizontal;"Mers et océans : vecteurs essentiels 
de la mondialisation ";28-22
2;28;1;250.049;694.823;509.908;720.827;LTTextBoxHorizontal;" Comment les espaces maritimes contribuent-ils 
à la mondialisation ? ";28-21
3;28;1;239.582;657.115;508.879;673.615;LTTextLineHorizontal;;28-20
4;28;2;239.582;657.115;508.879;673.615;LTTextBoxHorizontal;1 Mers et océans : des espaces majeurs ;28-20-0
5;28;1;234.118;569.26;591.266;650.759;LTTextBoxHorizontal;"◗● Les espaces maritimes constituent un océan planétaire global. Les mers et 
les océans de la planète couvrent une superficie d’environ 361 millions de km², soit 71 % 
de la surface du globe. Ce sont à la fois des discontinuités entre les continents, mais éga- 
lement des espaces, favorisant les interactions et la circulation des biens et des sociétés 
humaines. Le fond des mers et des océans accueille aujourd’hui les câbles sous-marins qui 
permettent 99 % des télécommunications internationales et des échanges immatériels 
d’information (Internet). ";28-19
6;28;1;234.115;479.594;591.299;561.09;LTTextBoxHorizontal;"◗● Les routes maritimes ont un rôle majeur dans l’histoire économique mondiale. 
De nombreuses civilisations se sont développées en contrôlant les mers et les océans, 
devenant ainsi des puissances maritimes (cités grecques de l’Antiquité, Venise au Moyen 
Âge, Royaume-Uni au XIXe siècle…). La mer Méditerranée, les mers de Chine, la mer des 
Caraïbes sont des interfaces économiques et culturelles depuis des siècles. Aujourd’hui, 
la fonte des glaces de l’océan Arctique fait apparaître de nouvelles voies maritimes qui 
devraient permettre de relier plus rapidement les grands ports mondiaux. ";28-18
7;28;1;234.118;401.967;591.128;471.42;LTTextBoxHorizontal;"◗● Certains points de passage stratégiques concentrent le trafic maritime. 
Un petit nombre de routes maritimes regroupe l’essentiel des flux de marchandises 
(hydrocarbures, matières premières agricoles, produits manufacturés…) entre les continents. 
Les détroits (Ormuz, Malacca, Bab el-Mandeb, Bosphore…), et les canaux (Suez, Panama) 
ont ainsi un rôle géostratégique majeur dans la mondialisation. 
ÉTUDE DE CAS Le détroit de Malacca ";28-17
8;28;1;237.342;389.7;465.304;397.76;LTTextLineHorizontal;;28-16
9;28;2;237.342;389.7;465.304;397.76;LTTextBoxHorizontal;EXEMPLE Les nouvelles routes maritimes de l’océan Arctique ;28-16-0
10;28;1;471.966;389.76;492.422;397.76;LTTextLineHorizontal;;28-15
11;28;2;471.966;389.76;492.422;397.76;LTTextBoxHorizontal; p. 52 ;28-15-0
12;28;1;237.342;377.432;359.048;385.492;LTTextLineHorizontal;;28-14
13;28;2;237.342;377.432;359.048;385.492;LTTextBoxHorizontal;EXEMPLE Les câbles sous-marins ;28-14-0
14;28;1;365.711;377.492;386.167;385.492;LTTextLineHorizontal;;28-13
15;28;2;365.711;377.492;386.167;385.492;LTTextBoxHorizontal; p. 54 ;28-13-0
16;28;1;238.353;341.878;477.335;358.378;LTTextLineHorizontal;;28-12
17;28;2;238.353;341.878;477.335;358.378;LTTextBoxHorizontal;2 La maritimisation des économies ;28-12-0
18;28;1;234.118;266.024;591.139;335.522;LTTextBoxHorizontal;"◗● Les flux maritimes sont au cœur de la mondialisation des échanges. Près de 
11 milliards de tonnes de marchandises ont été échangés par la mer en 2017, soit 90 % 
des flux intercontinentaux. Le gigantisme et la modernisation des navires (supertankers, 
porte-conteneurs…) ont diminué les coûts de transport. Le transport d’hydrocarbures 
(pétrole, gaz) et de matières premières (métaux, grains…) domine nettement en volume 
(82,9 %) celui de produits manufacturés par conteneurs (17,1 %) en 2017. ";28-11
19;28;1;234.118;164.353;591.297;257.853;LTTextBoxHorizontal;"◗● Les acteurs de la mondialisation du transport maritime sont multiples. 
La maritimisation de l’économie mondiale s’est intensifiée avec le développement 
de la construction navale. Le Japon, la Chine et la Corée du Sud construisent 90 % 
des nouveaux navires dans le monde. Les grandes compagnies maritimes (CMA-CGM, 
Cosco…), les pavillons de complaisance (Panama, Libéria), les compagnies de croisière 
(Royal Caribbean) ont un rôle majeur dans l’accroissement du transport maritime. Les 
flux illicites (migrants clandestins, trafics de drogues, transferts financiers vers les centres 
offshore) contribuent également à faire des mers et des océans des espaces mondialisés. ";28-10
20;28;1;234.118;86.685;591.119;156.184;LTTextBoxHorizontal;"◗● Les territoires sont inégalement intégrés dans la maritimisation de l’économie. 
75 % des échanges maritimes s’effectuent entre les façades maritimes européennes 
(Northern Range), asiatiques et nord-américaines, où se concentrent les principaux ports 
(Ningbo, Singapour, Rotterdam, Los Angeles), les grands centres économiques et les 
métropoles mondiales. La maritimisation de l’économie mondiale fait des États enclavés 
des régions périphériques dans la mondialisation. ";28-9
21;28;1;238.115;72.731;454.294;80.791;LTTextLineHorizontal;;28-8
22;28;2;238.115;72.731;454.294;80.791;LTTextBoxHorizontal;GÉO AUTREMENT Les marins, acteurs de la mondialisation ;28-8-0
23;28;1;460.957;72.791;477.957;80.791;LTTextLineHorizontal;;28-7
24;28;2;460.957;72.791;477.957;80.791;LTTextBoxHorizontal; p. 64 ;28-7-0
25;28;1;77.362;47.52;88.482;57.52;LTTextLineHorizontal;;28-6
26;28;2;77.362;47.52;88.482;57.52;LTTextBoxHorizontal;60 ;28-6-0
27;28;1;77.362;519.283;210.591;676.89;LTCurve;"
      ";28-5
28;28;2;83.854;641.16;188.285;669.057;LTTextBoxHorizontal;"L’évolution du transport 
maritime de marchandises 
En milliards de tonnes ";28-5-10
29;28;2;83.996;628.602;91.626;635.602;LTTextLineHorizontal;;28-5-9
30;28;3;83.996;628.602;91.626;635.602;LTTextBoxHorizontal;10 ;28-5-9-0
31;28;2;83.996;569.176;88.217;620.745;LTTextLineVertical;;28-5-8
32;28;3;83.996;569.176;88.217;620.745;LTTextBoxVertical;8 6 4 2 ;28-5-8-0
33;28;2;87.927;539.632;98.015;555.214;LTTextLineHorizontal;;28-5-7
34;28;3;87.927;539.632;98.015;555.214;LTTextBoxHorizontal;1970 ;28-5-7-0
35;28;2;109.177;539.073;119.824;555.214;LTTextLineHorizontal;;28-5-6
36;28;3;109.177;539.073;119.824;555.214;LTTextBoxHorizontal;19 8 0 ;28-5-6-0
37;28;2;130.812;539.048;141.484;555.214;LTTextLineHorizontal;;28-5-5
38;28;3;130.812;539.048;141.484;555.214;LTTextBoxHorizontal;19 9 0 ;28-5-5-0
39;28;2;152.067;537.677;163.421;555.214;LTTextLineHorizontal;;28-5-4
40;28;3;152.067;537.677;163.421;555.214;LTTextBoxHorizontal;2 0 0 0 ;28-5-4-0
41;28;2;174.964;538.885;185.111;555.214;LTTextLineHorizontal;;28-5-3
42;28;3;174.964;538.885;185.111;555.214;LTTextBoxHorizontal;2 010 ;28-5-3-0
43;28;2;190.195;539.81;200.342;555.214;LTTextLineHorizontal;;28-5-2
44;28;3;190.195;539.81;200.342;555.214;LTTextBoxHorizontal;2 017 ;28-5-2-0
45;28;2;119.449;529.954;193.584;535.454;LTTextLineHorizontal;;28-5-1
46;28;3;119.449;529.954;193.584;535.454;LTTextBoxHorizontal;Source : UNCTAD, Review of ;28-5-1-0
47;28;2;126.027;523.354;193.584;528.854;LTTextLineHorizontal;;28-5-0
48;28;3;126.027;523.354;193.584;528.854;LTTextBoxHorizontal;Maritime Transport, 2018. ;28-5-0-0
49;28;1;119.45;536.12;313.509;1059.474;LTFigure;"
      ";28-4
50;28;2;135.193;730.931;176.127;747.939;LTRect;"
        ";28-4-0
51;28;3;142.279;731.892;166.519;746.39;LTTextBoxHorizontal;"Cours 
à écouter ";28-4-0-0
52;28;1;15.0;837.047;653.622;852.047;LTFigure;;28-3
53;28;1;77.457;72.816;210.591;426.194;LTCurve;"
      ";28-2
54;28;2;84.543;81.283;204.135;419.963;LTTextBoxHorizontal;"◗◗ Aquaculture : élevage 
industriel de poissons, de 
coquillages, de crustacés, 
d’algues, dans les eaux 
maritimes ou fluviales. 
◗◗ Énergies marines 
renouvelables (EMR) : 
ensemble des technologies 
permettant de produire 
de l’électricité à partir de 
différentes forces ou ressources 
du milieu marin : la houle, 
les courants, les marées, les 
températures des eaux. 
◗◗ Façade maritime : espace 
littoral concentrant plusieurs 
ports permettant de mettre 
en relation l’espace continental 
de l’arrière-pays avec le reste 
du monde. 
◗◗ Flux : circulation de biens, 
de personnes, de capitaux 
ou d’informations. 
◗◗ Halieutique : voir p. 56. 
◗◗ Interface : zone de 
contact entre deux espaces 
géographiques distincts. Elle 
génère le plus souvent des flux, 
mais parfois aussi des tensions. 
◗◗ Offshore : voir p. 56. 
◗◗ Pavillon de complaisance : 
voir p. 58. ";28-2-0
55;28;1;87.111;729.719;139.353;747.835;LTCurve;;28-1
56;28;1;77.362;730.373;96.474;750.118;LTCurve;;28-0
