;page;depth;xmin;ymin;xmax;ymax;type;text;id
0;12;0;0;0;653.622;852.047;LTPage;"
    ";12
1;12;1;77.717;687.994;382.775;741.996;LTTextBoxHorizontal;"Le détroit de Malacca : un point 
de passage majeur et stratégique ";12-14
2;12;1;303.785;587.546;593.07;601.546;LTTextLineHorizontal;;12-13
3;12;2;303.785;587.546;593.07;601.546;LTTextBoxHorizontal;2 L’évolution du trafic dans le détroit de Malacca (2000-2017) ;12-13-0
4;12;1;276.191;121.976;295.391;135.976;LTTextLineHorizontal;;12-12
5;12;2;276.191;121.976;295.391;135.976;LTTextBoxHorizontal;3 ;12-12-0
6;12;1;162.538;82.528;286.426;117.21;LTTextBoxHorizontal;"Le détroit de Malacca 
et le port de Singapour 
Navires en attente à l’approche ";12-11
7;12;1;175.946;72.528;281.458;80.528;LTTextLineHorizontal;;12-10
8;12;2;175.946;72.528;281.458;80.528;LTTextBoxHorizontal;du port de Singapour, 2019. ;12-10-0
9;12;1;77.362;47.52;88.482;57.52;LTTextLineHorizontal;;12-9
10;12;2;77.362;47.52;88.482;57.52;LTTextBoxHorizontal;44 ;12-9-0
11;12;1;15.0;837.047;653.622;852.047;LTFigure;"
      ";12-8
12;12;2;15.0;837.047;653.622;852.047;LTFigure;;12-8-0
13;12;1;291.709;21.194;625.548;334.641;LTImage;"
      ";12-7
14;12;2;291.709;21.194;625.548;334.641;LTFigure;;12-7-0
15;12;1;293.645;356.175;588.449;582.947;LTCurve;"
      ";12-6
16;12;2;307.255;560.925;563.6;568.925;LTTextLineHorizontal;;12-6-13
17;12;3;307.255;560.925;563.6;568.925;LTTextBoxHorizontal;En nombre de navires de plus de 300 tonneaux de jauge brute* (TJB) ;12-6-13-0
18;12;2;306.401;542.839;334.161;550.839;LTTextLineHorizontal;;12-6-12
19;12;3;306.401;542.839;334.161;550.839;LTTextBoxHorizontal;85 000 ;12-6-12-0
20;12;2;306.401;523.749;334.049;531.749;LTTextLineHorizontal;;12-6-11
21;12;3;306.401;523.749;334.049;531.749;LTTextBoxHorizontal;80 000 ;12-6-11-0
22;12;2;306.401;504.657;333.257;512.657;LTTextLineHorizontal;;12-6-10
23;12;3;306.401;504.657;333.257;512.657;LTTextBoxHorizontal;75 000 ;12-6-10-0
24;12;2;306.401;485.567;333.145;493.567;LTTextLineHorizontal;;12-6-9
25;12;3;306.401;485.567;333.145;493.567;LTTextBoxHorizontal;70 000 ;12-6-9-0
26;12;2;306.401;466.476;334.001;474.476;LTTextLineHorizontal;;12-6-8
27;12;3;306.401;466.476;334.001;474.476;LTTextBoxHorizontal;65 000 ;12-6-8-0
