;page;depth;xmin;ymin;xmax;ymax;type;text;id
0;30;0;0;0;653.622;852.047;LTPage;"
    ";30
1;30;1;234.118;740.213;546.43;789.221;LTTextBoxHorizontal;"Mers et océans : 
appropriation, rivalités et protection ";30-22
2;30;1;249.929;708.827;584.597;720.827;LTTextLineHorizontal;;30-21
3;30;2;249.929;708.827;584.597;720.827;LTTextBoxHorizontal; Quels sont les enjeux de l’appropriation des espaces maritimes ? ;30-21-0
4;30;1;239.582;671.115;517.835;687.615;LTTextLineHorizontal;;30-20
5;30;2;239.582;671.115;517.835;687.615;LTTextBoxHorizontal;1 L’appropriation des mers et des océans ;30-20-0
6;30;1;234.118;571.259;591.128;664.759;LTTextBoxHorizontal;"◗● Le partage des espaces maritimes repose sur le droit international. Le droit 
de la mer a été défini par la Convention des Nations unies sur le droit de la mer (CNUDM) 
signée à Montego Bay (Jamaïque) en 1982. Plus on est proche des côtes d’un État, plus 
les droits souverains sont importants, plus on s’en éloigne, plus la liberté est grande : 
pleine souveraineté d’un État côtier sur ses eaux territoriales (limite des 12 milles), puis 
souveraineté sur la zone économique exclusive (ZEE, limite des 200 milles). Au-delà, les 
eaux internationales, ou haute mer, sont des espaces de libre circulation, où l’exploitation 
des fonds est réglementée par les Nations unies. ";30-19
7;30;1;234.118;505.593;591.104;563.09;LTTextBoxHorizontal;"◗● Certains États disposent d’immenses ZEE. Les États-Unis sont au premier rang 
(12,2 millions de km²), devant la France (10,1 millions de km²) qui bénéficie de ses territoires 
ultramarins. Ils peuvent y réglementer l’accès et l’exploitation des ressources naturelles. 
Ces espaces maritimes appropriés par les États représentaient en 2018 36 % des mers 
du globe, la haute mer 64 %. ";30-18
8;30;1;234.118;427.92;591.122;497.42;LTTextBoxHorizontal;"◗● Le droit de la mer protège la haute mer tout en permettant son appropriation. 
Définies comme « Biens communs mondiaux », les eaux internationales ne peuvent être 
appropriées ou revendiquées. L’Autorité internationale des fonds marins (AIFM), créée en 
1994 sous l’égide des Nations unies, gère les autorisations d’exploitation des ressources 
minérales du fond des océans. Elle peut accorder aux États qui le demandent une extension 
de leur ZEE jusqu’à 350 milles afin d’y exploiter les ressources des sols et des sous-sols. ";30-17
9;30;1;238.353;392.682;491.179;409.182;LTTextLineHorizontal;;30-16
10;30;2;238.353;392.682;491.179;409.182;LTTextBoxHorizontal;2 Rivalités et enjeux géostratégiques ;30-16-0
11;30;1;234.118;304.827;591.393;386.326;LTTextBoxHorizontal;"◗● Les richesses maritimes et leur partage attisent les tensions entre États. Les 
mers en voie d’exploration, les zones de pêche, les réserves d’hydrocarbures, les conten- 
tieux sur le tracé des ZEE sont sources de rivalités entre les États côtiers. C’est le cas dans 
l’océan glacial Arctique où la fonte de la banquise suscite les convoitises des pays riverains 
pour l’exploitation des ressources et la maîtrise des nouvelles routes maritimes marchandes 
(route du Nord-Est). Ces tensions entre États peuvent être de haute intensité comme en 
mer de Chine méridionale, dans l’océan Indien ou dans le golfe Arabo-Persique. ";30-15
12;30;1;234.118;215.158;591.314;296.656;LTTextBoxHorizontal;"◗● La liberté de naviguer sur les océans est de plus en plus menacée. La liberté 
de navigation ainsi que la sécurité des navires sont souvent remises en cause dans de 
nombreux détroits, ou dans certaines mers où les tensions sont fortes entre États côtiers 
voisins. La Chine cherche à imposer sa souveraineté sur des espaces maritimes qu’elle 
considère comme historiquement rattachés à son territoire. La piraterie est également 
importante (golfe d’Aden, golfe de Guinée, détroit de Malacca) et mobilise de nombreux 
États dans le monde (opération européenne Atalante dans l’océan Indien). ";30-14
13;30;1;234.118;113.534;591.134;206.987;LTTextBoxHorizontal;"◗● La maîtrise des mers et des océans est un facteur de l’affirmation des puis- 
sances navales. Un petit nombre d’États dispose d’importantes flottes militaires leur 
permettant de protéger leurs intérêts. C’est le cas de la France et du Royaume-Uni. Les 
États-Unis disposent des forces navales les plus importantes, présentes sur tous les océans 
du globe. « Gendarme » naval mondial, les États-Unis (11 porte-avions) doivent composer 
avec la montée en puissance de la marine chinoise qui possède aujourd’hui deux porte- 
avions et de nombreux sous-marins. L’Inde est également une puissance navale émergente. 
ÉTUDE DE CAS Le golfe Arabo-Persique ";30-13
14;30;1;237.965;101.267;402.766;109.327;LTTextLineHorizontal;;30-12
15;30;2;237.965;101.267;402.766;109.327;LTTextBoxHorizontal;ÉTUDE DE CAS La mer de Chine méridionale ;30-12-0
16;30;1;409.429;101.327;429.885;109.327;LTTextLineHorizontal;;30-11
17;30;2;409.429;101.327;429.885;109.327;LTTextBoxHorizontal; p. 36 ;30-11-0
18;30;1;237.965;88.999;348.67;97.059;LTTextLineHorizontal;;30-10
19;30;2;237.965;88.999;348.67;97.059;LTTextBoxHorizontal;ÉTUDE DE CAS L’océan Indien ;30-10-0
20;30;1;355.333;89.059;375.789;97.059;LTTextLineHorizontal;;30-9
21;30;2;355.333;89.059;375.789;97.059;LTTextBoxHorizontal; p. 40 ;30-9-0
22;30;1;85.866;370.137;133.33;411.25;LTTextBoxHorizontal;"Notions 
◗◗ Haute mer 
◗◗ ZEE ";30-8
23;30;1;77.362;47.52;88.482;57.52;LTTextLineHorizontal;;30-7
24;30;2;77.362;47.52;88.482;57.52;LTTextBoxHorizontal;62 ;30-7-0
25;30;1;77.362;117.047;210.591;306.969;LTCurve;"
      ";30-6
